English,French
It's so easy.,C'est tellement facile.
It's special.,C'est spécial.
It's started.,C'est commencé.
It's strange.,C'est bizarre.
It's suicide.,C'est du suicide.
It's the law.,C'est la loi.
It's too big.,C'est trop grand.
It's too big.,C'est trop gros.
It's too far.,C'est trop loin.
It's too hot.,Il fait trop chaud.
Just ask Tom.,Il suffit de demander à Tom.
Just go away.,"Pars, s'il te plaît."
Just say yes.,Dis juste oui !
Just say yes.,Dites juste oui !
Keep a diary.,Tiens un journal !
Keep dancing.,Continue à danser.
Keep dancing.,Continuez à danser.
Keep dancing.,Ne vous arrêtez pas de danser.
Keep dancing.,Continuez de danser.
Keep dancing.,Continue de danser.
Keep digging.,Continuez de creuser.
Keep digging.,Ne t'arrête pas de creuser.
Keep digging.,Continue à creuser.
Keep digging.,Continuez à creuser.
Keep driving.,Avance !
Keep driving.,Continue à rouler !
Keep driving.,Continuez à rouler !
Keep driving.,Roule !
Keep driving.,Roulez !
Keep focused.,Restez concentré.
Keep focused.,Reste concentré.
Keep focused.,Restez concentrée.
Keep focused.,Reste concentrée.
Keep focused.,Restez concentrés.
Keep focused.,Restez concentrées.
Keep it warm.,Garde-le au chaud.
Keep looking.,Continue à regarder !
Keep looking.,Continuez à regarder !
Keep reading.,Continuez à lire !
Keep reading.,Continue à lire !
Keep reading.,Lisez la suite.
Keep running.,Continue à courir.
Keep running.,Continuez à courir.
Keep singing.,Continue de chanter.
Keep singing.,Continuez de chanter.
Keep smiling.,Garde le sourire.
Keep smiling.,Gardez le sourire.
Keep talking.,Continue à parler.
Keep talking.,Continuez de parler.
Keep walking.,Continue à marcher.
Keep working.,Continue à travailler !
Keep working.,Continuez à travailler !
Keep working.,Poursuis le travail !
Keep writing.,Continue à écrire.
Keep writing.,Continuez d'écrire.
Knock it off!,Arrête !
Knock it off!,Arrête !
Knock it off!,Arrêtez !
Ladies first.,Les femmes d'abord.
Ladies first.,Les dames d'abord !
Lead the way.,Montre le chemin.
Lead the way.,Montrez le chemin.
Learn French.,Apprends le français.
Let Tom come.,Laissez Tom venir.
Let Tom come.,Laisse Tom venir.
Let Tom know.,Informez Tom.
Let Tom know.,Informe Tom.
Let Tom rest.,Laissez Tom se reposer.
Let Tom rest.,Laisse Tom se reposer.
Let Tom stay.,Laissez Tom rester.
Let Tom stay.,Laisse Tom rester.
Let Tom talk.,Laisse Tom parler.
Let go of it.,Oublie ça.
Let go of me.,Lâche-moi !
Let go of me.,Lâchez-moi !
Let me alone.,Laisse-moi tranquille.
Let me alone.,Laissez-moi tranquille.
Let me alone.,Lâche-moi.
Let me alone.,Foutez-moi la paix.
Let me check.,Laisse-moi vérifier.
Let me check.,Laissez-moi vérifier.
Let me check.,Laisse-moi contrôler.
Let me check.,Laissez-moi contrôler.
Let me do it.,Laissez-moi faire ça.
Let me do it.,Laisse-moi faire ça.
Let me do it.,Laisse-moi faire.
Let me guess.,Laissez-moi deviner.
Let me leave!,Laisse-moi partir !
Let me sleep.,Laisse-moi dormir.
Let me sleep.,Laissez-moi dormir.
Let me speak.,Laisse-moi parler.
Let me speak.,Laissez-moi parler.
Let me think.,Laisse-moi réfléchir !
Let's all go.,Allons-y tous !
Let's all go.,Allons-y toutes !
Let's bounce.,Rebondissons !
Let's get up.,Levons-nous.
Let's go now.,Allons-y maintenant.
Let's listen.,Écoutons !
Let's not go.,N'y allons pas !
Let's not go.,Ne partons pas !
Let's review.,Passons en revue.
Let's review.,Faisons le point.
Let's try it.,Essayons-la.
Let's try it.,Essayons-le.
Life goes on.,La vie continue.
Life is hard.,La vie est dure.
Listen to me.,Écoute-moi.
Look at that!,Regarde ça !
Look at that!,Regardez ça !
Look at that!,Regardez cela !
Look at that.,Regardez ça.
Look at that.,Regarde ça.
Look at this.,Regarde ça !
Look at this.,Regardez ça !
Look closely.,Regarde attentivement.
Look closely.,Regardez attentivement.
Make a guess.,Devine !
Make a guess.,Hasarde une hypothèse !
Make a guess.,Devinez !
Mary is cute.,Marie est mignonne.
May I cut in?,Puis-je vous interrompre ?
May I go now?,Je peux y aller maintenant ?
May I try it?,Est-ce que je peux l'essayer ?
"Meat, please.","De la viande, s'il vous plaît."
Men are pigs.,Les hommes sont des cochons.
Men are pigs.,Les hommes sont des égoïstes.
Move quietly.,Avancez doucement.
Move quietly.,Avance doucement.
Mull it over.,Réfléchis-y bien.
Must I go on?,Dois-je continuer ?
Must I hurry?,Dois-je me dépêcher ?
My arm hurts.,J'ai une douleur dans mon bras.
My eyes hurt.,J'ai mal aux yeux.
My eyes itch.,Mes yeux me démangent.
My feet hurt.,Mes pieds me font mal.
My hip hurts.,Ma hanche me fait mal.
My leg hurts.,J’ai mal à la jambe.
My legs hurt.,J’ai mal aux jambes.
Need I go on?,Ai-je besoin de continuer ?
No one cared.,Personne ne s'en souciait.
No one cares.,Tout le monde s'en fout.
No one cares.,Tout le monde s'en fiche.
No one cares.,Personne ne s'en soucie.
No one knows.,Personne ne sait.
No one moved.,Personne ne bougea.
No one moved.,Personne n'a bougé.
No one spoke.,Personne ne parla.
No one spoke.,Personne n'a parlé.
Nobody asked.,Personne n'a demandé.
Nobody cried.,Personne n'a pleuré.
Nobody knows.,Personne ne sait.
Now drink up.,"Maintenant, bois d'un coup !"
Now drink up.,"Maintenant, buvez d'un coup !"
Now drink up.,"Finis ton verre, maintenant !"
Now drink up.,"Vide ton verre, maintenant !"
Now drink up.,"Videz votre verre, maintenant !"
Now drink up.,"Finissez votre verre, maintenant !"
Now fix that.,"Maintenant, répare ça."
Now fix that.,"Maintenant, corrigez cela."
Now leave us.,Maintenant laissez-nous.
Now leave us.,Maintenant laisse-nous.
Now leave us.,Vous pouvez disposer.
Now you know.,Maintenant tu sais.
OK. Go ahead.,"D'accord, allez-y."
Our eyes met.,Nos yeux se sont croisés.
Play it cool.,Joue-la pépère.
Play it cool.,Tranquille.
Play with me.,Joue avec moi.
Please do it.,"Fais-le, s'il te plaît."
Please hurry.,Dépêchez-vous s'il vous plaît.
Please leave.,Veuillez vous en aller.
Please leave.,"Pars, s'il te plaît."
Please leave.,"Pars, je te prie."
Please leave.,Je te prie de partir.
Please leave.,Je vous prie de partir.
Please relax.,"S'il te plaît, calme-toi."
Please smile.,"Souris, s'il te plaît !"
Please smile.,"Souris, je te prie !"
Please smile.,"Souriez, s'il vous plaît !"
Please smile.,"Souriez, je vous prie !"
Please smile.,Veuillez sourire !
Plug this in.,Branche ça.
Pray for Tom.,Priez pour Tom.
Pull it open.,Ouvrez-le.
Pull it open.,Ouvrez-la.
Put it there.,Mettez-le là.
Put it there.,Mets-le là.
Recess ended.,La pause est terminée.
Recess ended.,La récréation est terminée.
Recess ended.,La pause est finie.
Recess ended.,Fin de la récréation.
Recess ended.,La récrée est terminée.
Say it again.,Dis-le encore une fois.
School's out.,L'école est finie.
School's out.,L'école est terminée.
School's out.,C'est la fin de l'école.
See you soon!,À bientôt !
See you soon!,À tout à l'heure !
See you soon!,À bientôt !
See you soon!,À tout à l'heure !
Set Tom free.,Libère Tom.
Set Tom free.,Libérez Tom.
Shame on you!,Honte à toi !
Shame on you.,Honte à toi !
Shame on you.,Vous devriez avoir honte.
Shame on you.,Tu devrais avoir honte.
Shame on you.,Honte à vous.
Shame on you.,Honte à toi.
She helps us.,Elle nous aide.
She is lucky.,Elle est chanceuse.
She is lucky.,Elle est chançarde.
She is quiet.,Elle est tranquille.
She is sharp.,Elle est tranchante.
She is sharp.,Elle est affûtée.
She is upset.,Elle est perturbée.
She is wrong.,Elle a tort.
She is young.,Elle est jeune.
She knows me.,Elle me connaît.
She liked it.,Elle l'apprécia.
She liked it.,Elle l'a apprécié.
She liked it.,Elle a aimé ça.
She loves me.,Elle m'aime.
She may come.,Peut-être viendra-t-elle.
She shot him.,Elle lui tira dessus.
She shot him.,Elle le descendit.
She shrieked.,Elle a crié.
She shrieked.,Elle cria.
She stood up.,Elle se leva.
She sued him.,Elle l'a poursuivi en justice.
She sued him.,Elle le poursuivit en justice.
She sued him.,Elle lui a fait un procès.
She sued him.,Elle lui fit un procès.
She was busy.,Elle était occupée.
She went out.,Elle sortit.
Should we go?,Devrions-nous y aller ?
Show me that.,Montrez-moi ça.
Show me that.,Montre-moi ça.
Sing with me.,Chante avec moi.
Sing with us.,Chante avec nous.
Someone came.,Quelqu'un est venu.
Someone sang.,Quelqu'un chantait.
Speak French.,Parle français.
Speak French.,Parlez français.
Speak louder.,Parle plus fort !
Stay a while.,Reste un moment !
Stay a while.,Reste un peu !
Stay a while.,Reste un petit peu.
Stay at home.,Reste à la maison !
Stay focused.,Restez concentré.
Stay focused.,Reste concentré.
Stay focused.,Restez concentrée.
Stay focused.,Reste concentrée.
Stay focused.,Restez concentrés.
Stay focused.,Restez concentrées.
Stay outside.,Restez dehors.
Stay outside.,Reste dehors.
Stay outside.,Restez à l'extérieur.
Stay outside.,Reste à l'extérieur.
Stay with me.,Reste avec moi.
Stay with me.,Restez avec moi.
Stay with us.,Reste avec nous.
Stay with us.,Restez avec nous.
Stay with us.,Demeure avec nous.
Stay with us.,Demeurez avec nous.
Step forward.,Fais un pas en avant.
Step forward.,Avancez d'un pas.
Step outside.,Sors.
Stir it well.,Mélangez-le bien !
Stir it well.,Mélange-le bien !
Stop arguing.,Arrête de te disputer !
Stop arguing.,Arrête de te quereller !
Stop arguing.,Arrêtez de vous quereller !
Stop arguing.,Arrêtez de vous disputer !
Stop arguing.,Arrêtez de vous disputer !
Stop filming.,Arrête de filmer.
Stop gawking.,Arrête de bayer aux corneilles.
Stop humming.,Arrêtez de fredonner.
Stop humming.,Arrête de fredonner.
"Stop it, Tom.","Ça suffit, Tom."
Stop pouting.,Arrête de bouder.
Stop pouting.,Arrêtez de bouder.
Stop pushing.,Arrêtez de pousser.
Stop pushing.,Arrête de pousser.
Stop pushing.,Cessez de pousser.
Stop pushing.,Cesse de pousser.
Stop reading.,Arrêtez de lire.
Stop reading.,Arrête de lire.
Stop running.,Arrêtez de courir.
Stop running.,Arrête de courir.
Stop singing.,Arrêtez de chanter.
Stop singing.,Arrête de chanter.
Stop smiling.,Arrêtez de sourire.
Stop smiling.,Arrête de sourire.
Stop smoking.,Arrête de fumer.
Stop staring.,Arrête de me fixer !
Stop staring.,Arrêtez de me fixer !
Stop talking.,Arrête de parler.
Stop the car.,Arrête la voiture !
Stop the car.,Arrêtez la voiture !
Stop whining.,Arrête de râler.
Stop whining.,Arrête de geindre.
Stop yawning.,Arrêtez de bailler.
Stop yawning.,Arrête de bailler.
Stop yelling!,Arrête de hurler !
Stop yelling!,Arrêtez de hurler !
Stop yelling!,Cesse de hurler !
Stop yelling!,Cessez de hurler !
Stop yelling.,Arrête de hurler.
Stop yelling.,Arrêtez de hurler.
Study French.,Étudiez le français.
Study French.,Étudie le français.
Study harder.,Étudie davantage.
Study harder.,Étudiez davantage.
Sweet dreams!,Fais de beaux rêves !
Sweet dreams!,Faites de beaux rêves !
Take a break.,Fais une pause !
Take a break.,Faites une pause !
Take a whiff.,Prends une bouffée.
Take command.,Prenez le commandement.
Take command.,Prends le commandement.
Take command.,Prenez les commandes.
Take command.,Prends les commandes.
Take command.,Prenez le contrôle.
Take control.,Prenez les commandes.
Take control.,Prends les commandes.
Take control.,Prenez le contrôle.
Take control.,Prends le contrôle.
Take it away.,Emporte-le.
Take it easy!,Reste cool.
Take it easy!,Détends-toi !
Take it easy!,Ne t'en fais pas.
Take it easy!,Détendez-vous !
Take it easy!,On se calme !
Take it easy!,"Relaxe, Max !"
Take it easy!,"Cool, Raoul !"
Take it easy!,Du calme !
Take it easy!,Relaxe !
Take it easy!,Calmez-vous !
Take it easy!,Détends-toi !
Take it easy!,Tranquillisez-vous.
Take it easy!,Du calme.
Take it easy!,Doucement !
Take it easy!,Tranquille.
Take it easy.,Reste cool.
Take it easy.,Ne t'en fais pas.
Take it easy.,Du calme.
Take it easy.,Tranquille.
Take me home.,Amène-moi à la maison.
Take my hand.,Prends ma main.
Tell Tom why.,Dites à Tom pourquoi.
Tell Tom why.,Dis à Tom pourquoi.
Tell me more.,Dis-m'en davantage.
Tell me more.,Conte-m'en davantage !
Tell us more.,Dites-nous en plus.
Tell us more.,Dis-nous en plus.
Thanks a lot.,Merci bien.
Thanks a lot.,Mille mercis.
Thanks a lot.,Merci mille fois !
Thanks a lot.,Mille mercis !
Thanks again.,"Encore une fois, merci."
Thanks again.,Encore merci.
That is mine.,C'est le mien.
That is mine.,C'est la mienne.
That is mine.,C'est à moi.
That was Tom.,C'était Tom.
That was bad.,C'était mauvais.
That will do.,Ça fera l'affaire.
That'll help.,Ça aidera.
That'll help.,Ça va aider.
That'll last.,Il faudra du temps.
That'll work.,Cela fonctionnera.
That's a lie.,Il s'agit d'un mensonge.
That's a lot!,C'est beaucoup !
That's awful.,C'est horrible.
That's clear.,C'est clair.
That's crazy.,C'est fou.
That's crazy.,C'est dingue.
That's cruel.,C'est cruel.
That's funny.,C'est amusant.
That's funny.,C'est drôle.
That's great!,C'est grand !
That's great!,Super !
That's right!,C'est vrai !
That's right!,C'est juste !
That's right!,C'est ça !
That's right.,C'est exact.
That's right.,C'est juste.
That's right.,C'est ça !
That's trash.,C'est des ordures.
That's weird!,Comme c'est bizarre !
That's weird.,C'est bizarre.
That's weird.,C'est étrange.
They all sat.,Ils se sont tous assis.
They approve.,Ils approuvent.
They approve.,Elles approuvent.
They came in.,Ils sont entrés.
They crashed.,Ils se sont écrasés.
They crashed.,Elles se sont écrasées.
They escaped.,Ils se sont échappés.
They escaped.,Elles se sont échappées.
They gave up.,Ils ont abandonné.
They gave up.,Elles ont abandonné.
They gave up.,Ils abandonnèrent.
They gave up.,Elles abandonnèrent.
They hate us.,Ils nous détestent.
They hate us.,Elles nous détestent.
They help us.,Ils nous aident.
They help us.,Elles nous aident.
They knew me.,Ils me connaissaient.
They knew me.,Elles me connaissaient.
They know us.,Ils nous connaissent.
They know us.,Elles nous connaissent.
They laughed.,Ils ont ri.
They laughed.,Elles ont ri.
They love it.,Elles l'adorent.
They love it.,Ils l'adorent.
They love it.,Elles adorent ça.
They love it.,Ils adorent ça.
They love me.,Elles m'aiment.
They love me.,Ils m'aiment.
They refused.,Ils ont refusé.
They refused.,Elles ont refusé.
They relaxed.,Ils se sont détendus.
They relaxed.,Elles se sont détendues.
They said no.,Ils dirent non.
They said no.,Elles dirent non.
They said no.,Ils ont dit non.
They said no.,Elles ont dit non.
They saw Tom.,Ils ont vu Tom.
They saw you.,Ils t'ont vu.
They saw you.,Ils t'ont vue.
They saw you.,Elles t'ont vu.
They saw you.,Elles t'ont vue.
They saw you.,Ils vous ont vu.
They saw you.,Elles vous ont vu.
They saw you.,Ils vous ont vue.
They saw you.,Elles vous ont vue.
They saw you.,Ils vous ont vus.
They saw you.,Elles vous ont vus.
They saw you.,Ils vous ont vues.
They saw you.,Elles vous ont vues.
They sweated.,Ils ont transpiré.
They sweated.,Elles ont transpiré.
They'll call.,Ils appelleront.
They'll call.,Elles appelleront.
They'll call.,Ils vont téléphoner.
They'll come.,Ils viendront.
They'll come.,Elles viendront.
They'll come.,Ils vont venir.
They'll grow.,Ils grandiront.
They'll grow.,Elles grandiront.
They'll know.,Ils le sauront.
They're back.,Ils sont de retour.
They're back.,Elles sont de retour.
They're blue.,Elles sont bleues.
They're boys.,Ce sont des garçons.
They're cold.,Ils sont froids.
They're cold.,Elles sont froides.
They're cool.,Ils sont sympa.
They're cool.,Elles sont sympa.
They're cops.,Ce sont des flics.
They're cute.,Ils sont mignons.
They're cute.,Elles sont mignonnes.
They're dead.,Ils sont décédés.
They're dead.,Elles sont décédées.
They're done.,Ils ont terminé.
They're done.,Elles ont terminé.
They're eggs.,Ce sont des œufs.
They're fast.,Ils sont rapides.
They're fine.,Ils vont bien.
They're free.,Ils sont libres.
They're free.,Elles sont libres.
They're gone.,Ils sont partis.
They're gone.,Elles sont parties.
They're gone.,Il n'y en a plus.
They're good.,Ils sont bons.
They're here.,Ils sont là.
They're lazy.,Elles sont paresseuses.
They're mine.,Ils sont à moi.
They're mine.,Ils sont miens.
They're mine.,Ce sont les miens.
They're mine.,Ce sont les miennes.
They're mine.,Elles sont miennes.
They're mine.,Elles sont à moi.
They're rich.,Ils sont riches.
They're rich.,Elles sont riches.
They're safe.,Ils vont bien.
They're safe.,Ils sont en sécurité.
They're safe.,Elles sont en sécurité.
They're ugly.,Ils sont laids.
They're ugly.,Ils sont moches.
They're weak.,Ils sont faibles.
They're weak.,Elles sont faibles.
Things break.,Les choses se cassent.
This is cool.,C'est cool.
This is cool.,C'est sympa.
This is done.,C'est fait.
This is easy.,C'est simple.
This is fine.,C'est parfait.
This is food.,C'est de la nourriture.
This is free.,C'est gratuit.
This is gold.,C'est de l'or.
This is hers.,Ce sont les siens.
This is hers.,Ce sont les siennes.
This is huge.,C'est énorme.
This is just.,C'est juste.
This is lame.,C'est mauvais.
This is life!,C'est la vie !
This is love.,C'est l'amour.
This is love.,C'est de l'amour.
This is mine.,C'est le mien.
This is mine.,Il s'agit du mien.
This is nice.,C'est chouette.
This is ours.,C'est le nôtre.
This is ours.,C'est à nous.
This is rare.,C'est rare.
This is sick.,C'est dingue.
This is spam.,C'est un courriel indésirable.
This is ugly.,C'est hideux.
This is ugly.,C'est laid.
This will do.,Ça fera l'affaire.
This'll help.,Ça aidera.
This'll help.,Ça va aider.
This'll work.,Ça va marcher.
Tom approved.,Tom a approuvé.
Tom approved.,Tom a donné son accord.
Tom approves.,Tom est d'accord.
Tom bores me.,Tom m'ennuie.
Tom bores me.,Tom me fait chier.
Tom broke in.,Tom est entré par effraction.
Tom broke in.,Tom a fait irruption.
Tom can cook.,Tom sait cuisiner.
Tom can draw.,Tom sait dessiner.
Tom can stay.,Tom peut rester.
Tom can talk.,Tom peut parler.
Tom can walk.,Tom peut marcher.
Tom did that.,C'est Tom qui a fait cela.
Tom did that.,C'est ce qu'a fait Tom.
Tom did this.,C'est ce qu'a fait Tom.
Tom did well.,Tom a bien fait.
Tom did well.,Tom s'est bien débrouillé.
Tom did well.,Tom a bien travaillé.
Tom enlisted.,Tom s'est engagé.
Tom enlisted.,Tom s'est enrôlé.
Tom felt bad.,Tom se sentait mal.
